address,categories,city,country,key,lat,long,name,phones,postalCode,province,websites
3157 Fillmore St,"Restaurants, Brewery, Catering, Pizza Place",Sanfrancisco,US,us/ca/sanfrancisco/3157fillmorest,37.798716,-122.435974,Pizza Orgasmica,4159315300,94123,CA,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJJEHrcgr8-OBhP4zlpXwpFwluyA2mfTFFKaj8k-vAOVuG-WHNWHspBZfgmsY5RpAbKzlf2vKW0XgCSIdUpEbZW1RUjFrxJTYvW_oNMWJsFqFOyyQT9iCEmINlhMonB5bHByRo1gU2SaGviyRt8rVaak0VtQYyLh9NiPNQkBbiX1_9_eQRt3aLdQRLnqIT6VCH5VIuU3CHsYtXtLaf7HLM8bADXacpQOsVTBVPT30JRTYkAQ3_B1MypT0fzi1YBWRC-nQ6kjbEk6urtfwJFwUHpG1JqkncOTy82pVkWnsr-rVFXWZ1JqpmYF6_eyW2TQU4ncw_SGnM5jmwDlWjbQFUr2bOZL8ncWiK&placement=listing_profile&cs_user=unknown&cs_session=11446b2eabdaab5a1bf97ef4d2cded519438a0e3
135 N Highway 101,"brewery, Brewery, pizza place, Bar, restaurant, bar, Pizza Place",Solana Beach,US,us/ca/solanabeach/135nhighway101,32.9929085,-117.2722549,Pizza Port,8584817332,92075,CA,http://pizzaport.com
1956 Bacon St,"Brewery, Pizza Place",San Diego,US,us/ca/sandiego/1956baconst,32.74799758,-117.2502764,Pizza Port Brewing Company,6192244700,92107,CA,http://www.pizzaport.com
2340 Kaliste Saloom Rd,"Italian Restaurant, Brewery, and Pizza Place",Lafayette,US,us/la/lafayette/2340kalistesaloomrd,30.15979001,-92.04632887,Pizza Village,3377068644,70508,LA,pizza-village.com
1250 Delevan Dr,"manufacturing,  grocery and food wholesalers, Beverage Manufacturers,  food & dairy product manufacturing and packaging, Breweries, wholesale & distribution",Sandiego,US,us/ca/sandiego/1250delevandr,32.71857,-117.118447,Pjj Enterprises Inc,6192326136,92102,CA,http://www.johnlenore.com
1696 Fairview Blvd E,Brewerybrewery,Fairview,US,us/tn/fairview/1696fairviewblvde,,,Pj's Pub & Grille,,37062,TN,
1696 Fairview Blvd,"Restaurants, Brewers, Bars & Pubs",Fairview,US,us/tn/fairview/1696fairviewblvd/1516548532,35.991113,-87.092568,Pjs Pub & Grille Fairview,6157999500,37062,TN,
155 Placerville Dr,"Restaurant, Caterers, Brew Pubs, Restaurants, Banquet Halls & Reception Facilities, Beer & Ale, Brewery, Bar & Grills",Placerville,US,us/ca/placerville/155placervilledr,38.72589158,-120.8364548,Placerville Brewing Co.,5302959166,95667,CA,http://www.placervillebrewingco.com
807 4th St S,"Take Out Restaurants, Bowling, American Restaurants, Bars & Clubs, Bars & Pubs, Breweries & Brew Pubs, Restaurants, recreation, center, Bars, Brew Pubs, Recreation Centers, sports and exercise, Bowling Alleys, Grill Restaurants, Bar & Grills, Pizza, Bar & Grill Restaurants",Lacrosse,US,us/wi/lacrosse/8074thsts,43.805403,-91.25165,Pla-mor Lanes & The Eleventh,"6087843043, 6085194335","54601, 54601-4456",WI,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJ0Z3PuLF1daedIE3sXhepGdDztBwcN7jlbA0cJnXiB1qDP0FfiZsXq8QOCuIl4UCr-nR3ymCgJwebYsdjni46XBHzF3Fh1ev8u9flPB-9HyHWFPzJASs7r3LpygpPJstfF4TWpyba5NDXIahdknlcXZedE0hsPJReNVdJx8KC7uNEwEi5olsR7-LiLBjPZny7Rn6ztgziEpRSSxxnnKDABWVX6zGSakG2OO_6A5EtaQjlx40wuvEVhgdUbNMHerZF31t0u0shjjRJGe5o4CSnP9bVUuNt7619oFllk3QE9wB7d-WP7FyPGDSmcHWaLJ59BYqT31H6K8TJnuRsPTQx_MzsvHKF4lBqq5J3rJDEKp1poDDYXf5aEg&placement=listing_profile&cs_user=unknown&cs_session=9fd32c16bc9be23e5d068dcd774588ea82f96fbf
155 E Grand Ave,Brewery,Escondido,US,us/ca/escondido/155egrandave,33.12202,-117.080234,Plan 9 Alehouse,7604898817,92025,CA,plan9alehouse.com
500 Polk St,Brewery,Greenwood,US,us/in/greenwood/500polkst/241427117,,,Planetary Brewing Company,3172154941,46143,IN,http://www.planetarybrewing.com
236 State Highway 53 N,"Breweries & Brew Pubs, Cocktail Lounges, Restaurants, Bar & Grill Restaurants, Cocktail Lounge Restaurants",Mc Cutchenville,US,us/oh/mccutchenville/236statehighway53n,,,Plank Road Tavern & Restaurant,4199812285,44844-9708,OH,
346 Main St,Brewery and Restaurant,Springfield,US,us/or/springfield/346mainst,44.04636875,-123.0209892,Plank Town Brewing Company,5417461890,97477,OR,planktownbrewing.com
2922 Atlantic Ave,"Sub-lessors of real estate, Home, Health Clinics, Atlantic City, Breweries & Brew Pubs, Family Planning Information,  NJ, Lessors of Real Property, Office & Loft Buildings, Atlantic City Sub-Lessors of Real Estate, Abortion Clinics, Home Health Care, Real Estate, Real property lessors,  NEC, Bar & Grill Restaurants",Atlanticcity,US,us/nj/atlanticcity/2922atlanticave,39.353911,-74.447576,Planned Parenthood,"6094287528, 6093454290","08401-6337, 08401",NJ,
4125 Lorain Ave,"Brewery, Beer Bar, Brewery Ohio City",Cleveland,US,us/oh/cleveland/4125lorainave,41.47992098,-81.71400137,Platform Brewhouse,"2162021386, (216) 202-1386",44113,OH,http://platformbeerco.com
1875 S Pearl St,Brewery,Denver,US,us/co/denver/1875spearlst,,,Platt Park Brewing Co,3039934002,80210,CO,http://www.plattparkbrewing.com
29621 Lakeland Blvd,"Breweries & Brew Pubs, Cocktail Lounges, Bar & Grill Restaurants, Bars & Clubs, Restaurants, American, Bar Food, Bistro, recreation, food and drink, lounge, drinking, eating, cocktail",Wickliffe,US,us/oh/wickliffe/29621lakelandblvd,41.611969,-81.481116,Play A Way Lounge,4405851549,44092-2203,OH,
106 S Center St,"Breweries & Brew Pubs, Cocktail Lounges, Bar & Grill Restaurants, Cocktail Lounge Restaurants",Tilden,US,us/ne/tilden/106scenterst,,,Players Club The,,68781-4812,NE,
10730 19th Ave S E,"Breweries & Brew Pubs, Bar & Grill Restaurants",Everett,US,us/wa/everett/1073019thavese/#g,,,Player's Food Beverage & Gaming House,4253163414,98208-5190,WA,
208 S Cochran Ave,"Bars, Cocktail Lounges, Restaurant, food and drink, Restaurants, Breweries & Brew Pubs, Sports Bars, recreation, Cocktail Lounge Restaurants, Bar & Grills, Bar & Grill Restaurants",Charlotte,US,us/mi/charlotte/208scochranave,42.562157,-84.8359,Players Sport Lounge,"15175410999, 5175410999, 5175435236",48813-1551,MI,
2230 N Doctor Martin Luther King Dr,"Shoe Store Brewer's Hill, shoe store",Milwaukee,US,us/wi/milwaukee/2230ndoctormartinlutherkingdr,,,Playmakers,"4144451300, (414) 445-1300",53212,WI,
101 Church St,"Food & Dining, Beverages, Breweries, Wineries",Madison,US,us/al/madison/101churchst/-1372958653,,,Plaza Murphy,,35758,AL,
9 N Elm St,Brewery and Gastropub,Three Oaks,US,us/mi/threeoaks/9nelmst/1903014993,,,Pleasant House Brewing Company,,49128,MI,pleasanthousethreeoaks.com
3025 Shore Dr,Brewery,Virginia Beach,US,us/va/virginiabeach/3025shoredr,36.91007259,-76.07790574,Pleasure House Brewing,7574960916,23451,VA,http://www.pleasurehousebrewing.com
1630 P St,Brewery,Lincoln,US,us/ne/lincoln/1630pst,,,Ploughshare,,68508,NE,http://ploughsharebrewing.com
11171 S Hwy 29,"Brewers, Wineries",Lowerlake,US,us/ca/lowerlake/11171shwy29,38.894112,-122.610049,Ployez Winery,7079942106,95457,CA,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJqyj3QbsSOyEj8HNQBRDZzSKamr1aIdIhaq72R-pV3BakdJl9jZQenLjvZJYRJ3oTvZ_HHHzuhyQVMyZfb4hsweQQhwSE6y9LfvEUtKnOA34Tm04tVK5FjoPM7k2kzWdanfHUecRyzo6hkHCt7JOIl0nr1D6SuaQdEB6eom0BzOOrKltQArNWy0bfU7Gd9az_2Sqoy0z0l9jKZZqYHqdhuBQILUuj7iYFiONdMHLK3AcVIUIOyDkqO2IpNRzRXeD6TS4dKoDLBR-2rUPR-CJLcs-pGRQrTbBReyErqsVJD6NfDSDxYfVD9LYWRbXsExZkx5pdHYSCco7IxMj3X4ucJXMaVvFZtN1g&placement=listing_profile&cs_user=unknown&cs_session=b4f94db3af55354bba1ffc8917f5731133bf4e96
1192 Tobias Dr,"Entertainment & Arts, Bars Pubs & Clubs, Food & Dining, Beverages, Breweries, recreation, food and drink, lounge, cocktail",Chula Vista,US,us/ca/chulavista/1192tobiasdr,32.616287,-117.058883,Plum Crazy Saloon,6194767992,91911,CA,
3708 G Rd,"Brewers, Wineries",Palisade,US,us/co/palisade/3708grd,39.106927,-108.365667,Plum Creek Winery,9704647586,81526,CO,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJqPInDL-BtdCPC4uSCjjFzfE9crPHV_PfeaOorfgxp3uZXIHNw9gvFWMC3Xdi5XtD7IqVTmQMHy61jUXsBjuvSvYJjAXHSmxAfTwHwUSpkPgqs72SnN9kqsP2SoxaWWy69fANkY69l8P5EZAr4GFW_mFTOB3BIZktq0vqZgcE8Iiqlk-GDVvUw2yJ9z3D3k3k4cRYAviSFL2MHqbT2f3RCbwfpqA0D4x7blRLHkU6Afw9D90KjGGGxVjsWV9rvGIvs8BxM_A7Y0QU2KjN4AWgD4dEbiVa1RbdBVN73etKzP_JsoNqlrLGwavPZN0KEdgI1foOvCOrJmqW0HnOyGBSjSlRrboY5FYRRDQGywXz5nc&placement=listing_profile&cs_user=unknown&cs_session=443f6029ca9dac9d97f8167f5a51f0e9342d96eb
540 National Pike W,"Brewers, Wineries",Brownsville,US,us/pa/brownsville/540nationalpikew,40.042488,-79.944518,Plum Run Winery Inc,7247855191,"15417-9222, 15417",PA,
9356 Main St,"cocktail lounge restaurants, Cocktail Lounges, Restaurants, Breweries & Brew Pubs, Box Lunches, Barbecue, hotels & motels, Banquet Facilities, breweries & brew pubs, Hotel, bar & grill restaurants, cocktail lounges, Restaurant, restaurants",Plymouth,US,us/ca/plymouth/9356mainst,38.48097,-120.84876,Plymouth Hotel,2092454544,"95669, 95669-8401",CA,
4555 Lake Forest Doctor 650,"Wholesalers, Non-Bank Holding Companies, Manufacturers, Brewers, Industrial & Commercial Machinery Manufacturers",Blueash,US,us/oh/blueash/4555lakeforestdoctor650/,39.252196,-84.38076,Pmp Industries Inc,5135633008,45242,OH,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJWrIaJsH1DhplDA4FY2H1UWs3H3Y3ZyoHCM7vfHcmCEvabMwbwxgqmMq5pNQnEWJU3DZDEmTUmxCYIqDppkwY-DD-FtwEXNyJZErSL6JZcjjeXEN-OgTzI65gt31o836_86KK40hcCXy9UmhW6oEGTtZ4MDH5r3PRqrmaqHhOmg3LSesJMjMug0f8U7iqW-zNygDkzRvVCOly94fU2lq_jBZk0TLAPmslLtgRVZXhnGwrV7Jn0e5oIZtapYKOooYvXD1F6dpuQHu1CaMMaMnCflGPhIF_ccwi39EhHzD2jl5Y8W_fDGYovsaITXz4Ul80DwlL0TWBpmx2HQxfZDO3Ir95wDTvlBECnCvhQhmemkCRDofH4uxOyA&placement=listing_profile&cs_user=unknown&cs_session=f311b8353aabd07a86ee7f4f56f8035f1988dd29
144 Main St,"Bars,  IA, Bars / Taverns, Breweries & Brew Pubs, Restaurants & Bars, Mc Gregor, Taverns, Bar & Grill Restaurants",Mc Gregor,US,us/ia/mcgregor/144mainst,43.02529,-91.17462,Pocket City Pub,5638732868,"52157, 52157-8775",IA,
2086 Montgomery Hwy,"Cocktail Lounges, Billiards Bars, Eating places, Beverages, Home, Restaurants, Dothan Restaurants, Breweries, Food bars, Billiards & Pool Halls, Alabama, Bars & Grills, Entertainment & Arts, Night Clubs Nightclubs Bars & Lounges, Bars, Food & Dining, Dothan, Eating And Drinking Places, Bar & Grills, Amusement Parks, Bars Pubs & Clubs",Dothan,US,us/al/dothan/2086montgomeryhwy,31.240798,-85.41271,Pockets Lounge Grill-billiards,"3347949644, 3347129457, 3347939644",36303,AL,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJk7J2ZB3pnrrFx8ntFhHuXZo5z29g481oDE9p_HnRLUGC_shiH09e4agmxQ0GoRZ5kLrr5T8Fil37UJAeXqbtk0P4-RjYzphhpwZP0WIHSGhjtnjho-KARNL4CVy4a_fUH9z5KlkaKS-GrwHw5OHTpsnMdTjrazBifCKUBqPqm0VGrMRDcOp7M1PI6Ri7uvQZGzZZeWKrHegzIbSm9-c3_Gk3sXgS1p4PwarpUFFvXMhtx2MiEx_F2EK5FtjhxAEDjRQuaJsqc6Mf8nTPrCpKdo236Lq8XN6JRtuaxtM7EFKXhSur6Skx6ULsi117luIVdR6ifFh6OQVp08MjtBccuP6QtV1G1KYuX1238NVhSpQ&placement=listing_profile&cs_user=unknown&cs_session=7dd35e587237cf9706909e7ddac573a3264004ed
105 E Beaver St,Brewery,Corydon,US,us/in/corydon/105ebeaverst/-2062967903,38.21105,-86.126335,Point Blank Brewing Company,8122255141,47112,IN,http://www.pointblankbrewing.com
3038 Village Park Dr,"Winemaking Equipment & Supplies, Hydroponics Equipment & Supplies, Brewer Equipment Supplies & Services",Plover,US,us/wi/plover/3038villageparkdr,44.451931,-89.523523,Point Brew Supply Llc,,54467,WI,
4800 Industrial Park Rd,Brewers,Stevenspoint,US,us/wi/stevenspoint/4800industrialparkrd/-287091302,44.511001,-89.532,Point Brewery,7155446529,54481,WI,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4ESe32aGoZZfGxPUKOAupg6AXFQsvl2-A1Ztd21x5FLKumNpUzGNTBeMk2RvPjC41ZIvgiFwjULRMf936HQ-3fDilu-Jgq-3DroFPqeb7LaXUO4XtGt4yXSJsg9W4tlLVRNocJRkydaRxa9wTgFisP8W1xHayi-pt4IHEhXuI1eYvhSzyg7v8_maTtyTe0aWDpYo5SOJXDTSxva2FaL3FFbuEb0GJhxElwajYtKmEYkG8yX7-ZqVoM5QqoIy8l5bJTlg4WwBppIk9wJXhgT7lkkKA40SEUr5dd3_-ZzUaT2UmZV0F3BCu8_cGTmaL387LMbGtTjk0R_hTtbqk7I2VHP1gvxVSnaRM4ruU2h1qizT0_bAMnojcUTOMUbH6V_iiEP3-lzPaPueezxWmDiikP4JiAYvek4_EpteIoHGaMkpmJ9QHuLXZRUFcSCayjfJXO-4NWi3xtLrQ11HRXTyYnzi4ZGjPHm58tNNL49AwtFzKlQv19kL3aDEjubZ4gacjMsLx-Knm90PI&placement=listing_profile.c&cs_user=unknown&cs_session=8eed3ace3a2a07a63c7b190174dacfaa29740d87
12700 Hwy 1,"Vineyards, Brewers, Wineries",Ptreyessta,US,us/ca/ptreyessta/12700hwy1,38.109311,-122.840029,Point Reyes Vineyard Inn,4156631011,94956,CA,
1991 Riverside Dr,"Dive Bar, Bar, and Brewery Northwest Columbus",Columbus,US,us/oh/columbus/1991riversidedr,,,Point Tavern,6144870006,43221,OH,
16120 San Carlos Blvd,"Brewery, Bar, Music Venue",Fort Myers,US,us/fl/fortmyers/16120sancarlosblvd/ste4,26.506496,-81.94424,Point Ybel Brewing Company,"2396036535, 12396036535",33908,FL,http://pointybelbrew.com
Main St,"Bars & Clubs, Food & Drink, Nightlife, Breweries",Farmington,US,us/ct/farmington/mainst,41.711327,-72.839355,Points North Brewery,,6032,CT,
1206 3rd St,"Breweries & Brew Pubs, Hotels & Motels, Bar & Grill Restaurants",Wausau,US,us/wi/wausau/12063rdst,,,Polack Inn,7158456184,54403-3528,WI,
431 Talcott Ave,"Food & Drink, Brewery, Breweries",Lemont,US,us/il/lemont/431talcottave,41.67558,-87.9976,Pollyanna Brewing Company,6309145834,60439,IL,http://pollyannabrewing.com
4130 Rowan Rd,"breweries & brew pubs, bar & grill restaurants",New Port Richey,US,us/fl/newportrichey/4130rowanrd/-614800903,,,Polo Club The,7278077955,34653-6122,FL,
2621 Foster Ave,"breweries & brew pubs, cafes, bar & grill restaurants",Baltimore,US,us/md/baltimore/2621fosterave,,,Pols Tavern,4107322555,21224-3709,MD,
517 S 3rd St,"Bars, Cocktail Lounges, Bars & Clubs, Restaurants, Bars & Pubs, Breweries & Brew Pubs, Venues, Bar, Cocktail Lounge Restaurants, Clinton Iowa, Taverns, Bar & Grill Restaurants",Clinton,US,us/ia/clinton/517s3rdst,41.840602,-90.190783,Poltergeist Pub,5632429503,52732,IA,
102 Pomona Ave,"brewery, shop, retail, clothing, apparel, & fashions, family",Long Beach,US,us/ca/longbeach/102pomonaave,33.757103,-118.133204,Pomona Place,5622128706,90803,CA,
219 Hood St,"Brewery, Beer Bar",Durham,US,us/nc/durham/219hoodst/-789451155,35.989566,-78.895324,Ponysaurus Brewing,9784827701,27701,NC,http://ponysaurusbrewing.com
277283 Montgomery Rd,"Brewery, Bar, Karaoke Bar",Montgomery,US,us/il/montgomery/277283montgomeryrd,41.72687723,-88.32138037,Poor Boy's Pub,6308011808,60538,IL,http://poorboyspub.net
5020 Highway 64,"Bars, Restaurants, Breweries & Brew Pubs, Bar & Grills, Fruit & Vegetable Growers & Shippers, Taverns, Bar & Grill Restaurants",Baldwin,US,us/ia/baldwin/5020highway64,42.0732,-90.84079,Poor Farm,5636734091,"52207, 52207-5220",IA,
1407 S Calhoun St,"Bars & Grills, Beer Taverns & Pubs, Bars & Grills Beer Taverns & Pubs, Breweries & Brew Pubs, Bar & Grill Restaurants, Home, Indiana, Fort Wayne, Eating And Drinking Places, Drinking places, Tavern (drinking places)",Fort Wayne,US,us/in/fortwayne/1407scalhounst,41.0730525,-85.13837709,Poor Johns',2604221920,46802,IN,
1625 House St,Brewery,Belmont,US,us/mi/belmont/1625housest,,,Poor Man Brewing,,49306,MI,
411 Oak St,"Cocktail Lounges, drinking, Restaurants, Breweries & Brew Pubs, Barbecue, Venues, recreation, Taverns, Bars & Grills, Bars, Restaurant, food and drink, Beer Taverns & Pubs, Bar, Food and Dining, Bar & Grills, Baraboo, Bar & Grill Restaurants",Baraboo,US,us/wi/baraboo/411oakst,43.469315,-89.74282,Poor Richard's Bar,6083565921,"53913, 53913-2415",WI,http://poorrichardswebsite.com
3654 Highway 11 S,"Bars, Cocktail Lounges, Bars & Clubs, Bars & Pubs, Restaurants, Breweries & Brew Pubs, Beer Taverns & Pubs, Cocktail Lounge Restaurants, Bar & Grills, Taverns, Bar & Grill Restaurants, Bars & Grills",Riceville,US,us/tn/riceville/3654highway11s,35.391033,-84.688013,Pop A Top Pub,4234622685,37370,TN,
8903 Lem Turner Rd,"breweries & brew pubs, bar & grill restaurants, Jacksonville Florida, Venues, Bar, recreation, food and drink, drinking",Jacksonville,US,us/fl/jacksonville/8903lemturnerrd,30.404704,-81.685527,Pop A Top Tavern,,32208-2266,FL,
1700 Coyote Point Dr,"American Restaurant, Sports Bar, Brewery",San Mateo,US,us/ca/sanmateo/1700coyotepointdr,37.587645,-122.325223,Poplar Creek Grill,6505227525,94401,CA,http://www.poplarcreekgrill.com
4343 N Point Blvd,"Breweries & Brew Pubs, Bar & Grill Restaurants, Sparrows Point,  MD, Restaurants & Bars, Bars / Taverns, Sparrows Point Bars, Bars",Sparrows Point,US,us/md/sparrowspoint/4343npointblvd/#1,,,Pop's Tavern,4104770270,21219-1037,MD,
826B N W 49th St,"brewery, beer garden",Seattle,US,us/au-wa/seattle/826bnw49thst,,,Populuxe Brewing,2067063400,98107,WA,
69 Heights Blvd,"American Restaurant, Bars & Pubs, Restaurants, Pub, Breweries, Sports Bar",Houston,US,us/tx/houston/69heightsblvd,29.77029,-95.397584,Porch Swing Pub,7138808700,77007,TX,http://www.porchswingpub.com
327 Piper Blvd,"Pubs, Restaurants, Breweries",Port Aransas,US,us/tx/portaransas/327piperblvd,27.81073,-97.089682,Port Aransas Brewing Co Llc,,78373,TX,
429 N Alister St,Brewery,Port Aransas,US,us/tx/portaransas/429nalisterst,27.83624219,-97.06137978,Port Aransas Brewing Company,3617492739,78373,TX,portabrewing.com
3950 Wheeler Ave,Brewery,Alexandria,US,us/va/alexandria/3950wheelerave,38.808002,-77.101364,Port City Brewing Company,7037972739,22304,VA,portcitybrewing.com
805 Business Park Rd,"Breweries, Food & Drink",Wisconsin Dells,US,us/wi/wisconsindells/805businessparkrd,43.629303,-89.74289,Port Huron Brewing Company,6082530340,53965,WI,
22 Mill Creek Rd,Brewery,Port Jefferson,US,us/ny/portjefferson/22millcreekrd,40.94606786,-73.06968188,Port Jeff Brewing Company,8774752739,11777,NY,http://www.portjeffbrewing.com
201 W Plank Rd,"Take Out Restaurants, Beer & Beverages, Breweries & Brew Pubs, Restaurants, Hotel & Motel Reservations, Hotels & Motels, Hotel, B&bs / Inns, Bed and Breakfast, Bar & Grill Restaurants",Port Matilda,US,us/pa/portmatilda/201wplankrd,40.800083,-78.05366,Port Matilda Hotel and Tavern,8147534074,16870,PA,
330 10th St,"Breweries, Food & Drink",Port Townsend,US,us/wa/porttownsend/33010thst/-1058922843,48.107197,-122.780945,Port Townsend Brewing,3603859967,98368,WA,
212 Lincoln St,"Chesterton, IN, Beverages, Malt Beverages, Chesterton Brewers, Chesterton,  IN",Chesterton,US,us/in/chesterton/212lincolnst/1120951119,,,Porter Pub,2199265150,46304-1891,IN,
54 Pearl St,"American Restaurant, China & Cookware, Brewery, Historic Site",New York,US,us/ny/newyork/54pearlst/-53845024,40.703499,-74.011507,"Porterhouse At Fraunces Tavern, The Porterhouse At Fraunces Tavern",2129681776,10004,NY,http://www.frauncestavern.com
175 Terrace Dr,"IA"">Brewery",Waukee,US,us/ia/waukee/175terracedr,41.6120413,-93.87624264,Porterhouse Brewing Co,,50263,IA,
6237 S E Milwaukie Ave,"Brewery, Bar",Portland,US,us/or/portland/6237semilwaukieave,,,Portland U-brew & Pub,5039432727,97202,OR,http://www.portlandubrewandpub.com
16869 65TH Ave 3,"middle eastern cinema, Art House Films, French Cinema, african cinema, canadian cinema, Middle Eastern Cinema, auto glass, Breweries, Asian Cinema, Animated Comedies, animated comedies, french cinema, animated feature films, other financial services, Window Treatments, mergers & acquisitions, automotive repair, Automotive Repair, scandinavian cinema, European Cinema, personal chefs, Australian & New Zealander Cinema, foreign films, beverage manufacturers, investment advice, credit & collections, African Cinema, brewers, Animated Feature Films, art house films, Window Shade Manufacturers, Indian Cinema, Military & War Movies, Foreign Films, indian cinema, window shade manufacturers, asian cinema, european cinema, investments, Mergers & Acquisitions, australian & new zealander cinema, Auto Glass, Latin American Cinema, latin american cinema, banquet rooms, fairy tale movies, Canadian Cinema, Scandinavian Cinema, window treatments, military & war movies, Fairy Tale Movies, breweries",Lakeoswego,US,us/or/lakeoswego/1686965thave3,45.397935,-122.744668,Portland Window Tinting,5034074688,97035,OR,
615 S 1st Ave,"Restaurant, Brewery, Gastropub, and Music Venue",Pocatello,US,us/id/pocatello/615s1stave,42.85988,-112.4432,Portneuf Valley Brewing,"12082321644, 2082321644","83201, 83201-6557",ID,portneufvalleybrewing.com
18779 N E,"Breweries & Brew Pubs, Cocktail Lounges, Bar & Grill Restaurants, Cocktail Lounge Restaurants",Poulsbo,US,us/wa/poulsbo/18779ne/#st/-1531820379,,,Portside Pub,3607799997,98370-9837,WA,http://www.sheilasportside.com
56 Market St,"Brewery, Bar",Portsmouth,US,us/nh/portsmouth/56marketst,43.078007,-70.757599,Portsmouth Brewery,6034311115,3801,NH,http://portsmouthbrewery.com
224 2nd St,"Bars & Clubs, Brew Pubs, Bars & Pubs, Restaurants, Brewery and Food, Food, Brewery, Taverns",Portsmouth,US,us/oh/portsmouth/2242ndst,38.731713,-83.00806,Portsmouth Brewing Co,"(740) 354-6106, 7403546106",45662,OH,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf40ysd0decpdovPPgSc6YXSfg2rKWXUzi9fYS8JUAh3xaBbRpzJBQB2uhPL3xr1WRbko6nYy3r8JkXHnElprA5fPv74QojEBByQzFOt76iJk4M7KgIXF_Gxio2J0-HrvKRlXJJKApikALXvhHAMKTvNbn5oHND3gFWu2rpEDZXKXYB-uLY6_0CL0ZPeluk_8fg1nwhcP2awM0nC63uOD7XmYrvCNzbfxbd1PMa0M3vDCFYtJK_aXy70DLdyug7O_zneXnpm3NyXvA4NLYHHpq1fm_EVIEvHCZufy6gN1rtVQ1IJMDlIWVU8baCBQW4ZT3Jij0_iFrFuOsGmaLJIvxt1S9WIWnc_OCas1A8OxC0dZ0UjomEeU6-cY&placement=listing_profile&cs_user=unknown&cs_session=5043573916baa8a8804bf8707f83f75e0169995f
17625 N E 65th St,Brewery,Redmond,US,us/wa/redmond/17625ne65thst/ste100,47.663826,-122.10515,Postdoc Brewing Company,4256584963,98052,WA,http://www.postdocbrewing.com
209 S Main St,"Restaurants, Pubs, Bars & Pubs, Breweries",Potosi,US,us/wi/potosi/209smainst,42.66268,-90.729901,Potosi Brewing Co,"6087634002, 2147050975",53820,WI,
